Rating,Review
5 stars,"My father was diagnosed with extreme pneumonia and covid complications. I went to national and sana hospital in Kondhwa but they couldn't diagnose it. After getting frustrated by the treatment we came here and we are very happy with the manner of doctor. They spoke very politely with all the calmness.
I'm impressed by the hospitality and management of the hospital. They handled it very well and cured it with a very calming manner. The best part is the transparency they communicate all the things to patients and relative. Very genuine treatment. And the bill is much lower than other hospitals in Kondhwa. Very effective treatment with genuine helps from doctors. Also the Staff is very good special mention of afsar he is very supportive and manages all the things really well. Highly recommend this hospital. Best treatment in Kondhwa at a very reasonable price "
1 star,"I'm typing this review at 1.30am just because I don't want anyone else to face the same I did .. don't GO on sweet words of
Dr.Aliya Inamdar ...now she Have her own clinic Right infront of this hospital ..she was ONCE WORKING Here ..

I went To her for My wife's Pragnancy Her weight was 70Kgs at 2 months of pragnancy She made her delicate darling and put her on bed rest But there was no complications nothing She and my baby is Fit and healthy ..

She also Said that My wife Will gain weight till 90Kgs at the time of delivery and it's Normal ..
My wife Asked several time To start pragnancy exercises but she refused and said she will let Her know when to start but never allowed till 7th month of pragnancy and also Not started Thyroid medicine at 3month of pragnancy when Thyroid Was detected ..always Said It's mild and no need to worry about..

HER ONLY MOTO WAS To make My wife gain weight till delivery so that she can Make us count complications and Loot US BY DOING C-SECTION ..

We changed 2 more doctors after her To find a Loyal Honest doctor ..

Now she will be delivering soon
But as she already Gained 90kgs There is no chance To reduce the weight But all we can do is Make People aware About HER ..

Please Don't fall in her trap "
4 stars,Doctor is good. Overall facilities are good. 
1 star,"Giving 1 star, since there is no option of 0.
Dr. Munaf Inamdar, one of the worst doctor, does not have manners to talk to people. He is treating people as if he is doing it for free. Doesn't provide any directions at all, upon asking your own health condition he will get angry.
He must learn good communication skills.
If you wanna push your BP high and get insulted then ""THIS DOCTOR IS FOR YOU"". "
1 star,"Most pathetic hosp without proper sanitization or hospital staff, While they charge you and ask you to get stuffs used in your procedure like suction tip etc and that too from the pharmacy linked with them

My advice is that Please go to Inamdar Multispeciality hospital or Sana hospital instead . They are within 2-3 kms range in Kondhwa ! "
5 stars,"Dr. Munaf Inamdar, is an excellent doctor and good professionalist.  When I approached him in his hospital, for my wife for having fewer etc., He advised some medicines and further course of action.  It is great to have such Doctor in our vicinity for saving people's life.  Thank you Dr. Munaf Inamdar, "
5 stars,"Multifacility hospital with modern equipment facilities
Good care of the patients
Admin and staff members are well supported
Excellence and World class facilities

Regards
Sudir "
1 star,"Dr. Munaaf is one of the worst doctor. Slave of money. He declared my dad Covid positive by just looking at him. No test nothing. He was only having stomach upset which was later found to be Jaundice, when we took him to another hospital.
Never go to this hospital. "
1 star,"Horrible staff, Doctor treats patients in General ward and charges fees like that of some high profile clinic . Please DO NOT visit this hospital. No sanitation measures taken at all. Rude staff , greedy for money ! "
1 star,"Unprofessional charged 350 for check my ear and most surprising that ENT specialist doctors who checked me at by standing in general ward.He suppose to check me cabin or consulting room.
How unprofessional practice you guys are doing.
No worth to paying 350 rupees.
Please follow Basic check up procedure. "
5 stars,"All ICU staff is very good all nurse's nd workers' & Doctor Also Nalini mam& Osama sir, very nice they are giving me very nice treatment ... really nice hospital nd people also ....most visit... happy with treatment "
1 star,Worst Hospital. Please don't visit for any kind of treatment.  Nurses don't even know how to give injection. She didn't wipe area before injecting needle and after that she didn't bother to cover it with cotton ball or something. Very careless people are here. 
5 stars,Execellent service last 5years i m showing my child to Dr khan sir fantastic human being and excellent doctor. 
5 stars,Great experience and proper diagnosis .Skilled Doctor and Pysiotherapist. Very Effective Physiotherapy Sessions 
5 stars,Amazing doctors and caring staff.. been my family doctors for almost 8 years now .. 
5 stars,Nice hospital cooperative staff reasonable rates good doctor 
1 star,"all doctors are money hunger but this doctor is very bad this doctor said me in morning that you have dengue do some tests after tests result they declare that i have dengue but my parents call me and said come back home , so i go back to home than do checkups in another hospital i found , no dengue i was shocked , if i hospitalised they treat me for dengue and giving medicea and make my body worse, this doctor is money hunger , dont go there plz , they dont have lil emotions , i know all doctors are money hunger, but i found that one , so y should i go there, shame on you doctor . i am alone there in pune they said u have admit here urgently, i said to doctor if admit in morning is there any problem am from uttrakhand , doctor said allah jane , what to say, these cheap doctors , but thanks to god that i decided to go back to go , i book a flight and go back go home early morning at home , i am very scared that time. share my review i u r reading this, "
5 stars,Dr afrin. Very excellent $good service in patient.. So nice 
1 star,Dhandha khol ke rakhe hai ye log ne... My sister met with an accident and at hospital the lady who was not even a doctor applied band aid somehow and simply asked for money... I am like what??? Does even humanity exists for these people?? 
1 star,"Money laundring happning in this Hospital
Dr. Munaf
taking charges of 300/- for cheking me and write up description of medicince
Openly curruption is hppening in terms of coroona fear "
5 stars,reasonable hospital in kondhwa with good treatment in all nd facilities 
5 stars,"Wonderful and warm experience from start to finish.
Treatment is really Good and Lifeline pharmacist are
also very cooperative. "
5 stars,Treatment is very good.. Doctor's are very helpful. 
4 stars,Good treatment with good facilities..Ask for Afsar there..he will genuinely help you with everything.. 
5 stars,He is a beautiful person and cooperate too much Doctor: I khan 
5 stars,"Very good & polite doctors and nurses , very good service. Best hospital.Highly recommend this hospital "
5 stars,Best treatment best Docters.ITanks to Dr. Aaliya Inamdar. And all team of Lifeline Hospital.Nawab Ansari Dhule. 
1 star,very poor supporting staff . They don’t care about patients. supporting staff is very bad. bad service 
1 star,I had a very bad experience here.. the doctors are not good and the service is even worse.. it is more of a money making business then treating people 
1 star,I came to the hospital for kidney stone but ur male attendent brother he was drunk and talked very rudely with me and also with doctor on duty 
1 star,I would like to give -1 rating to this worst hospital staff and doc if it's possible. 
5 stars,Very polite staff and took great care of my mom 
5 stars,Tratment is very good for Dr afreen 
5 stars,Treatment is better than another hospital. 
1 star,Charge without any check up patient highly charged 
2 stars,"Service could be more better, sometimes doctors are very late , rest is fine "
4 stars,Very nicely maintained by professional team of doctors. 
4 stars,sunburn diagnostics labs inside hospital lab time 8 a.m to 10 pm 
5 stars,Very Good Doctors and Staff Service 
5 stars,Good quality of health care...... 
3 stars,Good for late night emergencies.. 
5 stars,The facilities of hospital of good 
5 stars,Located very conveniently 
4 stars,Nice doctor 
3 stars,Ok 
5 stars,Excellent service 
5 stars,Good hospital 
2 stars,No so good enough 
5 stars,Good hospetal 
5 stars,Good 
1 star,👎bad 👎 experience … 
1 star,"In this hospital don't care your patient, These hospitals and their doctors are white robbers.
Please don't go to this hospital. With my 5 y. daughter very bad experience. If anyone wants my full bad experience details send me message on facebook [Rafik Ipli] .
I think this is DEATH LINE HOSPITAL.

1 star se bhi kam rehta to me select karta.
ye hospital aur Unke Doctors safed Daku he. Hospital ke name par dhoka he ye.
Please khud ka bhala chahte ho to ye hospital mat jana.. Kisi ko bhi mere kharab experience ki details chahye to Facebook Message kare(rafik ipli).
Reviews me Dr.Aaliya Inamdar ke bare me positive review he vo Dr.Aaliya Inamdar bhi abhi ye hospital me nahi he. Jo bhi positive reviews he wo kafi old he. "
4 stars,No 
1 star,Amit Kumar 
5 stars,None
5 stars,None
1 star,None
4 stars,None
3 stars,None
5 stars,None
5 stars,None
1 star,None
5 stars,None
1 star,None
5 stars,None
3 stars,None
4 stars,None
5 stars,None
5 stars,None
4 stars,None
1 star,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
1 star,None
3 stars,None
1 star,None
5 stars,None
4 stars,None
4 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
4 stars,None
5 stars,None
1 star,None
2 stars,None
5 stars,None
4 stars,None
5 stars,None
4 stars,None
2 stars,None
