Rating,Review
1 star,"Pathetic service by Nurse Madhavi no covid norms followed no mask on using of sanitizer  when requested  to use mask the staff started to raise voice and I quote her ""what you will do if i don't use mask don't teach me im a nurse im wearing mask since morning do whatever you can"" it was 11.35pm 28th September 2021 and it was an emergency as my brother had a very bad wound and had to be treated immediately but the rude behavior of the hospital Nurse made me leave that hospital and had to take my brother to Jahengir hospital where he had been treated will by following all the covid norms. I will dis recommend this hospital, I didn't even feel like giving 1 star. The worst Nurse I have ever seen in my life and I even don't think that she was a qualified nurse. "
5 stars,"Had very nice experience here in Aadhar Hospital. My mother was admitted due to covid and the doctors over there Dr. Sawant, Dr. Pukhe and Dr. Atul Chopra treated her very well and ultimately she recovered and came back home. Thanks to them.
Also the discharge procedure and documentation was up to date. "
2 stars,"I went to this hospital because of boiling water on my daughter's leg.
He was told to be admitted for two days. And a lot of injection.
All over 100.
The doctor at casualty told me to buy the medicines that need to be stored in the fridge for 4 days.
I asked how much it would cost because I had less money.
4 times more than the outside hospital for dressing
I almost got idea,when the doctor told me there is plastic surgery after treatment. I understand that he
Will get me admission in orphanage. I told to doctor,  enough this pain killer,  now am moving to another hospital,

And I shifted to another small clinic.

The doctor saw the slip on Aadhaar hospital and shocked. Only 3-4%  burns.
100 / - doctor's fee, 280 / medicines -
she is fine now. "
1 star,"The worst scammer I've ever seen. I totally lost faith on doctors. The first incident was when I went to the hospital for skin treatment. My leg was burnt by hot water. He saw the skin and told that we will not be able operate this redirected to other hospital but since they will lose 1 customer they insisted to sit there and wrote some medicine and charged me 500 just for redirecting to other hospital which he searched on Google. Another incident when my mom's wrist got twisted. He insisted to have operation and for time being he applied temporary plaster. And charged ₹3000 for it. ₹3000 for a temporary plaster was quite surprising to me. So I asked for the bill, for which he made many excuses like get the medical bill I'll show in this bill only, come tomorrow I'll give you full bill. And after arguing for 15mins, He gave bill for ₹2000 only. And asked to come tomorrow for second bill. Another very strange incident was yesterday only when I went there to do RTPCR test, they said it will ₹950 and You pay me online to my number and I'll send the report on whatsapp without even conducting the test. And when I said NO the receptionist started convincing me. "
5 stars,"Very good hospital, My brother recoverd completely from deadly covid 19 infection with Hrct score 20 within7 day's. I thanks to doctors of aadhar hospital. (Dr.Sawant Dr.pukhe Dr.chopra) "
4 stars,"Hospital Services is good and Suvarna Patil mam also treatment is very good ,she discuss every patients clearly to related their health ,,I visited hospital last year August to now and experience is very good . Hospital staff is also cooperative .so I like to give 4 star to The Aadhar Hospital 🌟🌟🌟🌟 … "
5 stars,"The whole staff is very cooperative and caring.
Remaining all non technical staff is very responsible and caring.
So thank so much Aadhar Hospital for this great response. "
5 stars,"My cousin was admitted in aadhar hospital for fever for 4 days, the staff and doctors were very attentive and professional and took good care of her.
I would totally recommend aadhar hospital hospital. "
4 stars,Doctor Mahajan is very professional.  I had positive experience for my kids hospitalization recently. They also help on filing Mediclaim based on your policy requirements. 
5 stars,Great facilities are provided.. Best staff.. Nurses are so supportive and doctors are also good... One of the good hospitals in Hadapsar 
1 star,"Worst private hospital ever came across with bad luck, Suggestion not go. "
1 star,Worst service. Doctor don't want to disclose his name was not available even when we reached on time. Doctors moral responsibility is to treat patients not to just go away even when informed to wait. We called Adhar hospital today at around 8:40 PM they said doct might go pls come early so we obeyed and reached hospital by 8:50 but got to know that non responsible doctor left. 
4 stars,Received good n timely treatment/attention for my daughter in an emergency case. Doctor explained treatment properly and clarify doubts. 
4 stars,Very good hospital & doctor & staff 👌👍 … 
5 stars,"Doctor Suvarna Patil is very good in consultation as well as in treatments. I Had treat my wife from last 8-9 years by many doctors in pune, miraj also. my friend suggest me aadhar hospital. i treat my wife from last 2-3 months from dr. suvarna patil & treatment is so effective, and i have confidence that we hear a good news within  some days. "
5 stars,"Very helpful and supportive staff..
Dr. Suvarna Patil is extremely polite and gave suggestions with proper and easy to understand explanation.. made the process very easy.. Blessed with an Angel.. Thank you everyone there "
5 stars,Experienced doctors and cooperative staff. Completely satisfied about the treatment given. 
1 star,"Terrible experience. Staff doesn't even wear masks, even when I requested them to.
They give wrong information on the phone saying that doctor is there but when you go there doctor is unavailable. Even doctors seem inexperienced.
Please don't go to this hospital. "
5 stars,Good treatment from Dr. Pukhe and Dr. Sawant.Overall facilities are satisfied. 
1 star,"The lady gyno doctor not come across for treating delivery patient without Caesarean 14 stitches for normal delivery. On question why, how reply arrogantly? "
4 stars,"I had drastic hairfall, someone suggested dr sundesh Patil, I consulted and now no hair fall and I have very good experience. Very good dr . Thanks sir "
5 stars,Doctor Suvarna Patil is very good in consultation as well as in treatments. I had very good experience and treatment as well. 
5 stars,Best hospital in Hadapsar 
1 star,Not worth 
2 stars,We don't have a good experience with suvarna mam. I visited this hospital twice and mam was so busy on phone instead of attending us. 
5 stars,"Best and fast service providers are doctors and staff.
Keep it up✌ "
1 star,Bogus hospital. They charge enormous amount in the impression of doing corona test. Should be avoided. 
5 stars,Best treatment for SKIN ..Thanks Dr .Sandeesh Patil ... 
4 stars,Good. Female Dr is attending patient actively. 
5 stars,Thanks for help Dr. Suvarna Patil. Nice to get treatment. 
5 stars,Good doctors with generous behaviour 
1 star,Too much Costly.. Not effective 
5 stars,Treatment is good and timely...☺ 
1 star,Worst hospital in hadapsar area 
5 stars,Excellent service and Hospitality. 
3 stars,Interactions has not been as great as it could be. 
5 stars,Good 
5 stars,Best doctors with best treatment 
5 stars,A Hospital with ICU facility in it. 
5 stars,Good 
5 stars,Thank you for the review.. 
5 stars,👌👌 … 
5 stars,Best medical services 
1 star,Bad experience for my sister 
1 star,Too costly 
5 stars,Nice experience 
1 star,"Fraud hospital...doctor Fraud pro max...
45min ch bill Rs. 10000/- kela hyanni...! "
1 star,"Expensive hospital and poor service. (Base Hospital, Hadapsar, Pune)

I admitted my father for observation only for 1 night (12 hours) as we thought it would be risky to keep him at home. If they require emergency treatment.
Next day morning we made appointment in other hospitals.
Since they don't have ICU facilities, we kept them in a normal room.
They charged us for just one night, for a normal room,
10,000 r + 1400 blood test + medicines and sal in we had to buy separately.

bad services
In oxygen supply equipment, there is a water source that contains distilled
should be used but the nurse added water from my drinking water bottle which I found inappropriate.

I am adding a bill photo so you can get an idea.
,

Aadhar Hospital, Hadapsar, Pune
Expensive hospital and bad service.

I had admitted my father just for 1 night (12 hours) for monitoring as we thought keeping him at home would be risky. If they need emergency treatment.
The next day morning we had an appointment in other hospitals.
Since they don't have ICU facility we kept them in a normal room.
For a normal room, just for one night they charged us,
10,000Rs + 1400 Blood test + Medicines and saline cost us different.

Bad Services
In oxygen supply equipment, there is a water source attached to which distilled water should be used but the nurse added water from my drinking water bottle which I found inappropriate.

I am adding a bill photo so you can get an idea. "
1 star,"Bad Experience, Ghatiya Doctor... "
5 stars,None
5 stars,None
5 stars,None
1 star,None
1 star,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
3 stars,None
4 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
3 stars,None
3 stars,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
1 star,None
1 star,None
5 stars,None
