Rating,Review
1 star,"Worst hospital in pune.uneducated doctors, noncoperating staff , irresponsible behaviour of staff and doctors as our patient was covid positive they did not told us and treated them as covid negative due to this the patient expired.they just want money nothing else
Dr Rashmee patil is the worst doctor here don't know anything
Dr Raykantiwar is the only dr their who comes for hour and still he is the main doctor their he also the cheap dr their
ICU seems like general ward
The 5 star reviews given here are given by the reciption staff and the worker their
Plz do not admit your patient their if you do so then dont have hope to get your patient back.... "
1 star,Worst management.. The staff and doctor are so incooperative .they just want money. General ward patients are ignored by the doctors mostly. 
1 star,"Worst treatment and management.
Careless staff and uneducated doctors.
Not proper cooperation.
ICU feels like a general ward.
Billing scam. "
4 stars,"Very Good treatment. all staff are good and helpful
Dr. are also good "
5 stars,Very nice management...Doctors n all nursing staff co operative...suggest for others 
5 stars,Good experience. Personal attention of staff and sr.doctors. 
5 stars,Excellent Service...One of the best Hospital in Dhayari....All the staff of Hospital is great...very cooperative....👌👌👌👌👌 … 
1 star,"Experience is not good .. please don't go there for any treatment coz charges are very high .. very cheap .
Piracy to rob poor people 😠 … "
4 stars,All facilities and staff is good and very co operative...only thing is there is no enough place for 4 Wheeler parking 
5 stars,Very nice hospital good staff and great line of treatment 
5 stars,"Best 24hrs  ""emergency service"" provided by the hospital staff and have mutispeciality facilities with consultant . "
5 stars,Extremely good treatment 
4 stars,Good staff.. And doctors.. A good hospital in case of emergency at dhayari 
1 star,"Worst treatment, simply many making strategy. Not taking care paintent. "
5 stars,Very good service. 
1 star,"Very slow service, only accepting cash, no cheque online or credit card payments
Never recommended, complete No "
5 stars,Best hospital in pune. With great service 
5 stars,"Wonderful staff and help everyone was so friendly and helpful really made us feel at ease!!!
Thank you everyone else really appreciate it!!! "
5 stars,perfect treatment and agrresive management with best consultency 
1 star,"Rude staff and making money
40k for 15hrs "
1 star,Most worst hospital and medical 
5 stars,I have great experience with silver birch 
3 stars,Best private hospital 
4 stars,I would say gud environment. 
5 stars,Good hospital 
1 star,Doctors are bad 
5 stars,Nice service 
5 stars,Vaibhav sir all the best 
1 star,Worst Experience 
5 stars,"Excellent service. accurate line of treatment.polite , efficient staff one of the best hospitals on Sinhgad road.this is my personal experience which I experienced during my mother's treatment. "
5 stars,"Hospital is well maintained, clean . staff and doctors are well experienced, polite , taking good care of patients. "
5 stars,Very good hospital and staff 
5 stars,Very good experience 
5 stars,A great hospital with all facilities and best patient care. 
5 stars,"Very good experience.
Doctor, Sister. cleaning staff, reception
X-rays. Everyone speaks well
Speak with affection. "
1 star,"The experience of this hospital is very bad our patient was admitted for 3 days but the patient did not make any difference doctor was not checking the patient in the visit
This hospital is a condition where pain is one thing and treatment is another. When there is a mediclaim policy, the bill is increased by admitting patients only to increase the bill.
Later, when our patient was taken to another hospital, our patient recovered in 3 days "
1 star,"This hospital does not treat patients of Kovid 19 (Corona). Corona patients are treated along with other patients in this hospital. Isolation ward is not available for corona patients. Corona patients are kept with other patients. No staff/doctor use mask in hospital. Doctors give answers and reasons that don't fit with common sense. Emphasizes how to maximize billing without treating the patient as physical progress. If the patient is important to you, don't even by mistake get admitted in this hospital. This opinion is based on my experience. Not one-sided like other reviews.

Translation :

This hospital facility is not for Covid-19 (Corona) patients. All Covid-19 patients are treated as pneumonia patients on record and the treatment is given for covid. Covid patients are kept along with other patients there is no isolation ward for Covid. Covid-19 test is not at all conducted for the patient and without any proper conclusion patient is given Covid treatment. Treatment is not given as per the recovery rate of the patient. They just try to stretch your bill as far as they can. The staff and the doctors are not at all skilled. The staff as well as doctors don't use masks. The Doctors don't give you any information about the treatment/ patients recovery progress. The reasons given by the doctors are just like dialogue of movie Munna bhai MBBS without any scientific reasons. If your patients life is important to you then please don't admit him/her here. All the positive reviews are biased here. I have personally experienced this hence given this review. Rest is your choice. "
1 star,Full Loot Bazar Aahe.. Mediclaim Aasel Tar Purn Dhuvun Khatat..Frod Hospital.. Please I Request You All Konihi Naka Javu Hya Hospital La 
1 star,"Very slow service , no coordination, very bad experience, x-ray vegere ki jarurat nahi hoti lekin fir bhi karne ko bolte sirf paise kamane ke liye and faltu ke charges bhi lagte sirf paise kamate "
1 star,"Our patient died due to negligence at Silver Birch Hospital. If the doctor there had already done the covid-19 test, our patient would have been twelve. The life of the rest of the patient in the ICU ward room could be at risk because of the unsanitary and lack of proper precautions! "
5 stars,"For the 1st time in Dhairi village, there is no such good big hospital and such a good facility anywhere. Today when I went up to the hospital, I was very tense but in about 1 to 1:30 hours I was totally tension free. Thanks to Doctor Tarange sir and all his fellow doctors and all Staff class "
5 stars,At dhayareshwar #tulsi vivaha special 
1 star,Pune's most useless irresponsible dirty and expensive hospital. I give 00 stars. 
1 star,Paise khav hospital 
4 stars,Hospital in raykar mala dhayari 
5 stars,Raikar mala dhayr pune 
5 stars,It is a very beautiful hospital 
3 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
3 stars,None
5 stars,None
5 stars,None
1 star,None
1 star,None
4 stars,None
1 star,None
5 stars,None
1 star,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
4 stars,None
1 star,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
3 stars,None
5 stars,None
5 stars,None
5 stars,None
5 stars,None
